score,name,version,candidate_type,production_comparable,production_minimum_passes,industry_leading_passes,full_sharpe,avg_oos_sharpe,min_oos_sharpe,sharpe_decay,max_drawdown,win_rate,annual_return,total_return,wf_folds,source
37.8639,v18_revision_stable_freq10,V17-alt-data-crisis-alpha-grid,grid_result,True,False,False,1.0319,,,,-0.1359,0.476,0.116,11.2854,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v17_alt_data_grid_v22_crisis_grid.json
37.8639,v18_revision_stable_freq10,V17-alt-data-crisis-alpha-grid,grid_result,True,False,False,1.0319,,,,-0.1359,0.476,0.116,11.2854,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v17_alt_data_grid_v22_risk_budget_grid.json
37.784,moe_baseline,V16-multi-expert-regime-router-grid,grid_result,True,False,False,1.0176,,,,-0.1326,0.477,0.0982,7.4859,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v16_moe_router_grid.json
37.784,moe_event_defensive_bear,V16-multi-expert-regime-router-grid,grid_result,True,False,False,1.0176,,,,-0.1326,0.477,0.0982,7.4859,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v16_moe_router_grid.json
37.7578,event_w_025,V15-earnings-events-grid,grid_result,True,False,False,1.0246,,,,-0.1349,0.4753,0.1009,7.9928,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v15_earnings_events_grid.json
37.7328,event_long_lookback,V15-earnings-events-grid,grid_result,True,False,False,1.0258,,,,-0.1349,0.4728,0.101,8.0105,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v15_earnings_events_grid.json
37.6518,event_direction_heavy,V15-earnings-events-grid,grid_result,True,False,False,1.0197,,,,-0.1349,0.4751,0.1008,7.9594,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v15_earnings_events_grid.json
37.5802,event_growth_heavy,V15-earnings-events-grid,grid_result,True,False,False,1.0154,,,,-0.1349,0.476,0.1007,7.9457,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v15_earnings_events_grid.json
37.5339,event_w_000,V15-earnings-events-grid,grid_result,True,False,False,1.0127,,,,-0.1349,0.4765,0.0988,7.5841,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v15_earnings_events_grid.json
37.5014,v22_stable_cash_heavy,V17-alt-data-crisis-alpha-grid,grid_result,True,False,False,1.0121,,,,-0.1359,0.4785,0.1109,10.0291,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v17_alt_data_grid_v22_risk_budget_grid.json
37.3582,V9-dynamic-ic-overlay,V9-dynamic-ic-overlay,research_finalist,True,False,False,0.7742,0.4132,-0.445,0.5009,-0.1703,0.5563,0.0831,5.0216,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v9_dynamic_ic_overlay.json
37.3508,event_short_lookback,V15-earnings-events-grid,grid_result,True,False,False,1.0066,,,,-0.1349,0.4737,0.0991,7.6422,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v15_earnings_events_grid.json
37.3376,event_w_035,V15-earnings-events-grid,grid_result,True,False,False,1.0051,,,,-0.1349,0.4746,0.1006,7.9123,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v15_earnings_events_grid.json
37.2182,moe_earnings_core,V16-multi-expert-regime-router-grid,grid_result,True,False,False,0.9914,,,,-0.1326,0.476,0.0964,7.1506,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v16_moe_router_grid.json
37.1713,v17_crisis_light,V17-alt-data-crisis-alpha-grid,grid_result,True,False,False,0.988,,,,-0.1326,0.4772,0.0972,7.2824,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v17_alt_data_grid_v22_crisis_grid.json
37.1159,v22_stable_low_hedge_cash,V17-alt-data-crisis-alpha-grid,grid_result,True,False,False,0.9935,,,,-0.1359,0.4786,0.1131,10.4881,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v17_alt_data_grid_v22_risk_budget_grid.json
37.0655,v22_stable_no_trend_overlay,V17-alt-data-crisis-alpha-grid,grid_result,True,False,False,0.9594,,,,-0.1359,0.5116,0.1049,8.6721,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v17_alt_data_grid_v22_risk_budget_grid.json
36.8798,moe_defensive_heavy,V16-multi-expert-regime-router-grid,grid_result,True,False,False,0.979,,,,-0.1345,0.4777,0.0952,6.9354,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v16_moe_router_grid.json
36.8004,event_w_045,V15-earnings-events-grid,grid_result,True,False,False,0.9821,,,,-0.1349,0.4717,0.1002,7.8077,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v15_earnings_events_grid.json
36.7407,v17_crisis_heavy,V17-alt-data-crisis-alpha-grid,grid_result,True,False,False,0.968,,,,-0.1326,0.4765,0.0964,7.1379,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v17_alt_data_grid_v22_crisis_grid.json
36.1158,moe_quality_core,V16-multi-expert-regime-router-grid,grid_result,True,False,False,0.9453,,,,-0.1352,0.4767,0.0936,6.6507,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v16_moe_router_grid.json
35.8538,v19_reentry_stable_freq10,V17-alt-data-crisis-alpha-grid,grid_result,True,False,False,1.0342,,,,-0.1745,0.4889,0.1192,12.1062,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v17_alt_data_grid.json
35.8538,v19_reentry_stable_freq10,V17-alt-data-crisis-alpha-grid,grid_result,True,False,False,1.0342,,,,-0.1745,0.4889,0.1192,12.1062,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v19_reentry_grid.json
35.0077,V10-beta-hedged-overlay,V10-beta-hedged-overlay,research_finalist,True,False,False,0.926,0.1614,-1.3842,0.8385,-0.1039,0.565,0.0826,5.0821,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v10_beta_hedged_overlay.json
33.9912,V9-finalist-dynamic-ic-overlay,V9-finalist-dynamic-ic-overlay,research_finalist,True,False,False,0.9038,0.1666,-1.364,0.8277,-0.1168,0.5641,0.0856,5.4533,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v9_finalist.json
23.2517,quant_logic_validation_v5_9_aligned_ex_large_cap:exclude_top_20pct_large_cap_proxy,V5.9-aligned-validation,validation_scenario,True,False,False,-0.2002,0.4645,-1.8915,-2.9696,-0.2488,0.5369,0.0134,0.3303,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_validation_v5_9_aligned_ex_large_cap.json
20.8893,quant_logic_validation_v5_9_aligned_ex_large_cap:baseline_aligned_cost_aware,V5.9-aligned-validation,validation_scenario,True,False,False,-0.0951,0.2425,-2.2264,-1.8294,-0.2306,0.5322,0.0186,0.49,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_validation_v5_9_aligned_ex_large_cap.json
17.5872,v28_reversal_liquidity_crisis_freq5,V28-factor-direction,grid_result,True,False,False,0.1334,0.2692,-1.7558,-1.7737,-0.3829,0.5289,0.0481,0.3046,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v28_factor_direction.json
17.0702,V11-etf-trend-overlay,V11-etf-trend-overlay,research_finalist,True,False,False,0.6032,0.2631,-1.2169,0.5916,-0.4599,0.5671,0.1013,7.0566,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v11_etf_trend_overlay.json
14.8489,v28_momentum_lowvol_crisis_freq20,V28-factor-direction,grid_result,True,False,False,0.1511,0.1434,-1.2052,-2.604,-0.4667,0.5308,0.0578,0.3154,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v28_factor_direction.json
8.8768,v28_reversal_liquidity_no_crisis_freq5,V28-factor-direction,grid_result,True,False,False,0.0909,0.1504,-1.5793,0.0705,-0.3623,0.5333,0.0395,0.2398,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v28_factor_direction.json
6.5627,v19_reentry_stable_freq10,V19-oos-regime-diagnostics,oos_diagnostic_focus_fold,False,False,False,-0.8032,,,,-0.0507,0.5669,-0.0169,-0.0182,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v19_oos_regime_diagnostics.json
6.5627,v19_reentry_stable_freq10,V19-oos-regime-diagnostics,oos_diagnostic_focus_fold,False,False,False,-0.8032,,,,-0.0507,0.5669,-0.0169,-0.0182,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v19_oos_regime_diagnostics_v19_reentry_stable_freq10_f1.json
2.6385,V7-fundamental-quality-value,V7-fundamental-quality-value,research_finalist,True,False,False,0.5628,-0.3285,-1.4252,1.5254,-0.281,0.5493,0.0827,5.1078,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v7_fundamental_quality.json
1.3818,v18_revision_stable_freq10,V19-oos-regime-diagnostics,oos_diagnostic_focus_fold,False,False,False,-1.0059,,,,-0.0601,0.5472,-0.0269,-0.028,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v19_oos_regime_diagnostics_v18_revision_stable_freq10_f1.json
-19.78,V27 local historical paper dry-run,V27-local-preprod-evidence,local_paper_dry_run,False,False,False,-1.2524,,,,-0.163,,-0.2915,-0.109,0,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_v27_local_preprod_evidence.json
-28.0183,V6-industry-neutral-regime-risk,V6-industry-neutral-regime-risk,research_finalist,True,False,False,-0.1216,-0.6554,-2.2209,7.1434,-0.3316,0.2898,0.0165,0.4097,5,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v6_industry_neutral.json
-999.0,quant_logic_research_v11_defensive_grid,,parse_error,False,False,False,,,,,,,,,,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v11_defensive_grid.json
-999.0,quant_logic_research_v13_full_grid,,parse_error,False,False,False,,,,,,,,,,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v13_full_grid.json
-999.0,quant_logic_research_v14_full_grid,,parse_error,False,False,False,,,,,,,,,,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v14_full_grid.json
-999.0,quant_logic_research_v9_grid_quick,,parse_error,False,False,False,,,,,,,,,,/Users/jacklondon/Documents/study/lianghua/data/backtest_results/quant_logic_research_v9_grid_quick.json
