name,capital,risk_profile,rank_mode,max_assets,rebalance_freq,target_vol,daily_var_limit,risk_gate_passes,small_account_minimum_gate_passes,small_account_executable_gate_passes,sharpe_ratio,annual_return,annual_volatility,max_drawdown,win_rate,total_return,final_nav,avg_holdings,avg_risky_exposure,avg_cash_weight,avg_target_budget,max_target_budget,zero_budget_rebalances,total_fees,fees_pct_initial_capital,orders,avg_oos_sharpe,min_oos_sharpe
v35_risk_budget_conservative_var_momentum_200000_1asset_20d_vol0.06_var0.012,200000.0,conservative_var,momentum,1,20,0.06,0.012,True,False,True,-0.1565,0.0216,0.0219,-0.0352,0.4369,0.3024,260472.63,0.82,0.1031,0.8969,0.1028,0.3404,28,1731.37,0.0087,167,-0.3932,-1.3427
v35_risk_budget_conservative_var_momentum_200000_1asset_20d_vol0.06_var0.016,200000.0,conservative_var,momentum,1,20,0.06,0.016,True,False,True,-0.1565,0.0216,0.0219,-0.0352,0.4369,0.3024,260472.63,0.82,0.1031,0.8969,0.1028,0.3404,28,1731.37,0.0087,167,-0.3932,-1.3427
v35_risk_budget_conservative_var_momentum_50000_1asset_40d_vol0.08_var0.008,50000.0,conservative_var,momentum,1,40,0.08,0.008,True,False,True,-0.1565,0.0205,0.029,-0.0472,0.4372,0.2819,64096.31,0.82,0.1245,0.8755,0.1255,0.35,13,637.89,0.0128,92,-0.4885,-1.2019
v35_risk_budget_conservative_var_momentum_100000_1asset_20d_vol0.06_var0.008,100000.0,conservative_var,momentum,1,20,0.06,0.008,True,False,True,-0.1659,0.0214,0.0218,-0.035,0.4366,0.2995,129947.46,0.82,0.1025,0.8975,0.1028,0.3404,28,1169.54,0.0117,157,-0.3986,-1.3565
v35_risk_budget_conservative_var_momentum_100000_1asset_20d_vol0.06_var0.012,100000.0,conservative_var,momentum,1,20,0.06,0.012,True,False,True,-0.1659,0.0214,0.0218,-0.035,0.4366,0.2995,129947.46,0.82,0.1025,0.8975,0.1028,0.3404,28,1169.54,0.0117,157,-0.3986,-1.3565
v35_risk_budget_conservative_var_momentum_100000_1asset_20d_vol0.06_var0.016,100000.0,conservative_var,momentum,1,20,0.06,0.016,True,False,True,-0.1659,0.0214,0.0218,-0.035,0.4366,0.2995,129947.46,0.82,0.1025,0.8975,0.1028,0.3404,28,1169.54,0.0117,157,-0.3986,-1.3565
v35_risk_budget_conservative_var_risk_adjusted_200000_1asset_20d_vol0.08_var0.012,200000.0,conservative_var,risk_adjusted,1,20,0.08,0.012,True,False,True,-0.1849,0.0201,0.0266,-0.0371,0.3053,0.2767,255343.09,0.57,0.0868,0.9132,0.0874,0.35,66,1678.51,0.0084,121,-0.7188,-2.3273
v35_risk_budget_conservative_var_risk_adjusted_200000_1asset_20d_vol0.08_var0.016,200000.0,conservative_var,risk_adjusted,1,20,0.08,0.016,True,False,True,-0.1849,0.0201,0.0266,-0.0371,0.3053,0.2767,255343.09,0.57,0.0868,0.9132,0.0874,0.35,66,1678.51,0.0084,121,-0.7188,-2.3273
v35_risk_budget_conservative_var_risk_adjusted_100000_1asset_20d_vol0.08_var0.012,100000.0,conservative_var,risk_adjusted,1,20,0.08,0.012,True,False,True,-0.193,0.0199,0.0265,-0.0369,0.3053,0.2737,127369.1,0.57,0.0864,0.9136,0.0874,0.35,66,1030.7,0.0103,118,-0.731,-2.3371
v35_risk_budget_conservative_var_risk_adjusted_100000_1asset_20d_vol0.08_var0.016,100000.0,conservative_var,risk_adjusted,1,20,0.08,0.016,True,False,True,-0.193,0.0199,0.0265,-0.0369,0.3053,0.2737,127369.1,0.57,0.0864,0.9136,0.0874,0.35,66,1030.7,0.0103,118,-0.731,-2.3371
v35_risk_budget_conservative_var_risk_adjusted_200000_1asset_20d_vol0.08_var0.008,200000.0,conservative_var,risk_adjusted,1,20,0.08,0.008,True,False,True,-0.201,0.0197,0.0266,-0.0372,0.3053,0.2703,254052.2,0.57,0.086,0.914,0.0867,0.35,66,1672.6,0.0084,122,-0.7533,-2.3356
v35_risk_budget_conservative_var_risk_adjusted_200000_1asset_40d_vol0.08_var0.012,200000.0,conservative_var,risk_adjusted,1,40,0.08,0.012,True,False,True,-0.2054,0.0193,0.0279,-0.047,0.2963,0.2634,252681.47,0.55,0.0867,0.9133,0.0871,0.35,34,1138.43,0.0057,68,-1.413,-5.3192
v35_risk_budget_conservative_var_risk_adjusted_200000_1asset_40d_vol0.08_var0.016,200000.0,conservative_var,risk_adjusted,1,40,0.08,0.016,True,False,True,-0.2054,0.0193,0.0279,-0.047,0.2963,0.2634,252681.47,0.55,0.0867,0.9133,0.0871,0.35,34,1138.43,0.0057,68,-1.413,-5.3192
v35_risk_budget_conservative_var_momentum_50000_1asset_20d_vol0.06_var0.008,50000.0,conservative_var,momentum,1,20,0.06,0.008,True,False,True,-0.2069,0.0206,0.0214,-0.035,0.4363,0.2867,64334.99,0.82,0.1011,0.8989,0.1028,0.3404,28,910.51,0.0182,146,-0.4327,-1.4147
v35_risk_budget_conservative_var_momentum_50000_1asset_20d_vol0.06_var0.012,50000.0,conservative_var,momentum,1,20,0.06,0.012,True,False,True,-0.2069,0.0206,0.0214,-0.035,0.4363,0.2867,64334.99,0.82,0.1011,0.8989,0.1028,0.3404,28,910.51,0.0182,146,-0.4327,-1.4147
v35_risk_budget_conservative_var_momentum_50000_1asset_20d_vol0.06_var0.016,50000.0,conservative_var,momentum,1,20,0.06,0.016,True,False,True,-0.2069,0.0206,0.0214,-0.035,0.4363,0.2867,64334.99,0.82,0.1011,0.8989,0.1028,0.3404,28,910.51,0.0182,146,-0.4327,-1.4147
v35_risk_budget_conservative_var_risk_adjusted_100000_1asset_20d_vol0.08_var0.008,100000.0,conservative_var,risk_adjusted,1,20,0.08,0.008,True,False,True,-0.2084,0.0195,0.0265,-0.037,0.3053,0.2675,126751.96,0.57,0.0857,0.9143,0.0867,0.35,66,1017.74,0.0102,116,-0.7599,-2.3339
v35_risk_budget_conservative_var_risk_adjusted_200000_1asset_40d_vol0.08_var0.008,200000.0,conservative_var,risk_adjusted,1,40,0.08,0.008,True,False,True,-0.2095,0.0192,0.0277,-0.047,0.2963,0.2624,252481.5,0.55,0.0858,0.9142,0.0863,0.35,34,1122.5,0.0056,68,-1.4299,-5.3179
v35_risk_budget_conservative_var_risk_adjusted_100000_1asset_40d_vol0.08_var0.012,100000.0,conservative_var,risk_adjusted,1,40,0.08,0.012,True,False,True,-0.2124,0.0191,0.0277,-0.0468,0.2963,0.2612,126117.04,0.55,0.0862,0.9138,0.0871,0.35,34,664.56,0.0066,67,-1.421,-5.3357
v35_risk_budget_conservative_var_risk_adjusted_100000_1asset_40d_vol0.08_var0.016,100000.0,conservative_var,risk_adjusted,1,40,0.08,0.016,True,False,True,-0.2124,0.0191,0.0277,-0.0468,0.2963,0.2612,126117.04,0.55,0.0862,0.9138,0.0871,0.35,34,664.56,0.0066,67,-1.421,-5.3357
v35_risk_budget_conservative_var_risk_adjusted_50000_1asset_20d_vol0.08_var0.012,50000.0,conservative_var,risk_adjusted,1,20,0.08,0.012,True,False,True,-0.2154,0.0194,0.0262,-0.0367,0.3053,0.2658,63289.03,0.57,0.0854,0.9146,0.0874,0.35,66,744.77,0.0149,110,-0.7559,-2.3672
v35_risk_budget_conservative_var_risk_adjusted_50000_1asset_20d_vol0.08_var0.016,50000.0,conservative_var,risk_adjusted,1,20,0.08,0.016,True,False,True,-0.2154,0.0194,0.0262,-0.0367,0.3053,0.2658,63289.03,0.57,0.0854,0.9146,0.0874,0.35,66,744.77,0.0149,110,-0.7559,-2.3672
v35_risk_budget_conservative_var_risk_adjusted_100000_1asset_40d_vol0.08_var0.008,100000.0,conservative_var,risk_adjusted,1,40,0.08,0.008,True,False,True,-0.2169,0.019,0.0276,-0.0468,0.2963,0.2597,125969.63,0.55,0.0854,0.9146,0.0863,0.35,34,658.17,0.0066,67,-1.4416,-5.3344
v35_risk_budget_conservative_var_momentum_200000_2asset_40d_vol0.08_var0.012,200000.0,conservative_var,momentum,2,40,0.08,0.012,True,False,True,-0.2213,0.0186,0.029,-0.0613,0.4417,0.2523,250454.01,1.39,0.1395,0.8605,0.1383,0.35,13,1654.39,0.0083,151,-0.7789,-1.7108
v35_risk_budget_conservative_var_momentum_200000_2asset_40d_vol0.08_var0.016,200000.0,conservative_var,momentum,2,40,0.08,0.016,True,False,True,-0.2213,0.0186,0.029,-0.0613,0.4417,0.2523,250454.01,1.39,0.1395,0.8605,0.1383,0.35,13,1654.39,0.0083,151,-0.7789,-1.7108
v35_risk_budget_conservative_var_risk_adjusted_50000_1asset_40d_vol0.08_var0.012,50000.0,conservative_var,risk_adjusted,1,40,0.08,0.012,True,False,True,-0.2281,0.0188,0.0273,-0.0469,0.2963,0.2561,62804.87,0.55,0.0854,0.9146,0.0871,0.35,34,474.53,0.0095,66,-1.4401,-5.3636
v35_risk_budget_conservative_var_risk_adjusted_50000_1asset_40d_vol0.08_var0.016,50000.0,conservative_var,risk_adjusted,1,40,0.08,0.016,True,False,True,-0.2281,0.0188,0.0273,-0.0469,0.2963,0.2561,62804.87,0.55,0.0854,0.9146,0.0871,0.35,34,474.53,0.0095,66,-1.4401,-5.3636
v35_risk_budget_balanced_var_momentum_200000_1asset_20d_vol0.04_var0.008,200000.0,balanced_var,momentum,1,20,0.04,0.008,True,False,True,-0.2297,0.0202,0.0209,-0.0369,0.4539,0.2809,256182.53,0.86,0.1069,0.8931,0.1071,0.3242,21,1791.57,0.009,176,-0.4617,-1.4941
v35_risk_budget_balanced_var_momentum_200000_1asset_20d_vol0.04_var0.012,200000.0,balanced_var,momentum,1,20,0.04,0.012,True,False,True,-0.2297,0.0202,0.0209,-0.0369,0.4539,0.2809,256182.53,0.86,0.1069,0.8931,0.1071,0.3242,21,1791.57,0.009,176,-0.4617,-1.4941
v35_risk_budget_balanced_var_momentum_200000_1asset_20d_vol0.04_var0.016,200000.0,balanced_var,momentum,1,20,0.04,0.016,True,False,True,-0.2297,0.0202,0.0209,-0.0369,0.4539,0.2809,256182.53,0.86,0.1069,0.8931,0.1071,0.3242,21,1791.57,0.009,176,-0.4617,-1.4941
v35_risk_budget_conservative_var_risk_adjusted_50000_1asset_40d_vol0.08_var0.008,50000.0,conservative_var,risk_adjusted,1,40,0.08,0.008,True,False,True,-0.2313,0.0187,0.0272,-0.0469,0.2963,0.2551,62754.82,0.55,0.0848,0.9152,0.0863,0.35,34,472.78,0.0095,66,-1.4483,-5.3635
v35_risk_budget_conservative_var_momentum_200000_2asset_40d_vol0.08_var0.008,200000.0,conservative_var,momentum,2,40,0.08,0.008,True,False,True,-0.2314,0.0184,0.0287,-0.0623,0.442,0.2491,249813.74,1.39,0.1371,0.8629,0.136,0.35,13,1643.96,0.0082,152,-0.8334,-1.691
v35_risk_budget_conservative_var_risk_adjusted_50000_1asset_20d_vol0.08_var0.008,50000.0,conservative_var,risk_adjusted,1,20,0.08,0.008,True,False,True,-0.2324,0.0189,0.0261,-0.0367,0.3053,0.2591,62954.95,0.57,0.0847,0.9153,0.0867,0.35,66,748.25,0.015,111,-0.7993,-2.3717
v35_risk_budget_conservative_var_momentum_100000_2asset_40d_vol0.08_var0.012,100000.0,conservative_var,momentum,2,40,0.08,0.012,True,False,True,-0.2398,0.0181,0.0288,-0.0614,0.4417,0.2451,124506.38,1.39,0.1384,0.8616,0.1383,0.35,13,1154.72,0.0115,152,-0.7981,-1.7239
v35_risk_budget_conservative_var_momentum_100000_2asset_40d_vol0.08_var0.016,100000.0,conservative_var,momentum,2,40,0.08,0.016,True,False,True,-0.2398,0.0181,0.0288,-0.0614,0.4417,0.2451,124506.38,1.39,0.1384,0.8616,0.1383,0.35,13,1154.72,0.0115,152,-0.7981,-1.7239
v35_risk_budget_balanced_var_momentum_100000_1asset_20d_vol0.04_var0.008,100000.0,balanced_var,momentum,1,20,0.04,0.008,True,False,True,-0.2462,0.0199,0.0208,-0.0367,0.4536,0.276,127596.11,0.86,0.1063,0.8937,0.1071,0.3242,21,1208.99,0.0121,164,-0.4804,-1.5146
v35_risk_budget_balanced_var_momentum_100000_1asset_20d_vol0.04_var0.012,100000.0,balanced_var,momentum,1,20,0.04,0.012,True,False,True,-0.2462,0.0199,0.0208,-0.0367,0.4536,0.276,127596.11,0.86,0.1063,0.8937,0.1071,0.3242,21,1208.99,0.0121,164,-0.4804,-1.5146
v35_risk_budget_balanced_var_momentum_100000_1asset_20d_vol0.04_var0.016,100000.0,balanced_var,momentum,1,20,0.04,0.016,True,False,True,-0.2462,0.0199,0.0208,-0.0367,0.4536,0.276,127596.11,0.86,0.1063,0.8937,0.1071,0.3242,21,1208.99,0.0121,164,-0.4804,-1.5146
v35_risk_budget_conservative_var_momentum_100000_2asset_40d_vol0.08_var0.008,100000.0,conservative_var,momentum,2,40,0.08,0.008,True,False,True,-0.248,0.018,0.0284,-0.062,0.4417,0.2428,124280.9,1.39,0.1361,0.8639,0.136,0.35,13,1133.2,0.0113,149,-0.8492,-1.7072
v35_risk_budget_conservative_var_momentum_50000_2asset_40d_vol0.08_var0.012,50000.0,conservative_var,momentum,2,40,0.08,0.012,True,False,True,-0.2609,0.0176,0.0282,-0.0603,0.4414,0.2381,61905.29,1.39,0.1368,0.8632,0.1383,0.35,13,900.61,0.018,144,-0.8085,-1.7518
v35_risk_budget_conservative_var_momentum_50000_2asset_40d_vol0.08_var0.016,50000.0,conservative_var,momentum,2,40,0.08,0.016,True,False,True,-0.2609,0.0176,0.0282,-0.0603,0.4414,0.2381,61905.29,1.39,0.1368,0.8632,0.1383,0.35,13,900.61,0.018,144,-0.8085,-1.7518
v35_risk_budget_conservative_var_momentum_50000_2asset_40d_vol0.08_var0.008,50000.0,conservative_var,momentum,2,40,0.08,0.008,True,False,True,-0.2736,0.0174,0.0278,-0.0616,0.4414,0.2346,61731.52,1.39,0.1345,0.8655,0.136,0.35,13,902.38,0.018,145,-0.8719,-1.7336
v35_risk_budget_balanced_var_momentum_50000_1asset_20d_vol0.04_var0.008,50000.0,balanced_var,momentum,1,20,0.04,0.008,True,False,True,-0.2805,0.0192,0.0205,-0.037,0.4532,0.2658,63291.76,0.86,0.105,0.895,0.1071,0.3242,21,923.64,0.0185,148,-0.5273,-1.5663
v35_risk_budget_balanced_var_momentum_50000_1asset_20d_vol0.04_var0.012,50000.0,balanced_var,momentum,1,20,0.04,0.012,True,False,True,-0.2805,0.0192,0.0205,-0.037,0.4532,0.2658,63291.76,0.86,0.105,0.895,0.1071,0.3242,21,923.64,0.0185,148,-0.5273,-1.5663
v35_risk_budget_balanced_var_momentum_50000_1asset_20d_vol0.04_var0.016,50000.0,balanced_var,momentum,1,20,0.04,0.016,True,False,True,-0.2805,0.0192,0.0205,-0.037,0.4532,0.2658,63291.76,0.86,0.105,0.895,0.1071,0.3242,21,923.64,0.0185,148,-0.5273,-1.5663
v35_risk_budget_conservative_var_risk_adjusted_200000_2asset_40d_vol0.08_var0.012,200000.0,conservative_var,risk_adjusted,2,40,0.08,0.012,True,False,True,-0.3149,0.0166,0.0266,-0.0453,0.3043,0.2234,244678.58,0.86,0.0898,0.9102,0.0892,0.35,34,1320.72,0.0066,105,-1.8907,-6.7963
v35_risk_budget_conservative_var_risk_adjusted_200000_2asset_40d_vol0.08_var0.016,200000.0,conservative_var,risk_adjusted,2,40,0.08,0.016,True,False,True,-0.3149,0.0166,0.0266,-0.0453,0.3043,0.2234,244678.58,0.86,0.0898,0.9102,0.0892,0.35,34,1320.72,0.0066,105,-1.8907,-6.7963
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_20d_vol0.04_var0.008,200000.0,balanced_var,risk_adjusted,1,20,0.04,0.008,True,False,True,-0.3199,0.0186,0.0201,-0.0303,0.3565,0.2556,251126.63,0.66,0.0848,0.9152,0.0847,0.3242,53,1363.37,0.0068,131,-0.4986,-1.9219
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_20d_vol0.04_var0.012,200000.0,balanced_var,risk_adjusted,1,20,0.04,0.012,True,False,True,-0.3199,0.0186,0.0201,-0.0303,0.3565,0.2556,251126.63,0.66,0.0848,0.9152,0.0847,0.3242,53,1363.37,0.0068,131,-0.4986,-1.9219
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_20d_vol0.04_var0.016,200000.0,balanced_var,risk_adjusted,1,20,0.04,0.016,True,False,True,-0.3199,0.0186,0.0201,-0.0303,0.3565,0.2556,251126.63,0.66,0.0848,0.9152,0.0847,0.3242,53,1363.37,0.0068,131,-0.4986,-1.9219
v35_risk_budget_conservative_var_risk_adjusted_200000_2asset_40d_vol0.08_var0.008,200000.0,conservative_var,risk_adjusted,2,40,0.08,0.008,True,False,True,-0.3233,0.0165,0.0264,-0.0453,0.3043,0.221,244194.53,0.86,0.0888,0.9112,0.0883,0.35,34,1304.97,0.0065,105,-1.9312,-6.7898
v35_risk_budget_conservative_var_momentum_200000_2asset_20d_vol0.06_var0.008,200000.0,conservative_var,momentum,2,20,0.06,0.008,True,False,True,-0.3292,0.0181,0.0211,-0.0379,0.4507,0.2475,249493.02,1.4,0.1098,0.8902,0.1099,0.3404,25,2286.18,0.0114,269,-0.6296,-1.901
v35_risk_budget_conservative_var_momentum_200000_2asset_20d_vol0.06_var0.012,200000.0,conservative_var,momentum,2,20,0.06,0.012,True,False,True,-0.3292,0.0181,0.0211,-0.0379,0.4507,0.2475,249493.02,1.4,0.1098,0.8902,0.1099,0.3404,25,2286.18,0.0114,269,-0.6296,-1.901
v35_risk_budget_conservative_var_momentum_200000_2asset_20d_vol0.06_var0.016,200000.0,conservative_var,momentum,2,20,0.06,0.016,True,False,True,-0.3292,0.0181,0.0211,-0.0379,0.4507,0.2475,249493.02,1.4,0.1098,0.8902,0.1099,0.3404,25,2286.18,0.0114,269,-0.6296,-1.901
v35_risk_budget_conservative_var_risk_adjusted_100000_2asset_40d_vol0.08_var0.012,100000.0,conservative_var,risk_adjusted,2,40,0.08,0.012,True,False,True,-0.3298,0.0163,0.0263,-0.0446,0.304,0.2188,121884.4,0.86,0.0891,0.9109,0.0892,0.35,34,866.0,0.0087,104,-1.9148,-6.849
v35_risk_budget_conservative_var_risk_adjusted_100000_2asset_40d_vol0.08_var0.016,100000.0,conservative_var,risk_adjusted,2,40,0.08,0.016,True,False,True,-0.3298,0.0163,0.0263,-0.0446,0.304,0.2188,121884.4,0.86,0.0891,0.9109,0.0892,0.35,34,866.0,0.0087,104,-1.9148,-6.849
v35_risk_budget_conservative_var_risk_adjusted_100000_2asset_40d_vol0.08_var0.008,100000.0,conservative_var,risk_adjusted,2,40,0.08,0.008,True,False,True,-0.3377,0.0162,0.0262,-0.0446,0.304,0.2166,121661.98,0.86,0.0882,0.9118,0.0883,0.35,34,859.62,0.0086,104,-1.9532,-6.8429
v35_risk_budget_conservative_var_risk_adjusted_200000_2asset_20d_vol0.08_var0.012,200000.0,conservative_var,risk_adjusted,2,20,0.08,0.012,True,False,True,-0.3407,0.0162,0.0257,-0.0459,0.3085,0.2179,243587.15,0.87,0.0893,0.9107,0.0895,0.35,66,1986.35,0.0099,183,-0.9126,-2.3967
v35_risk_budget_conservative_var_risk_adjusted_200000_2asset_20d_vol0.08_var0.016,200000.0,conservative_var,risk_adjusted,2,20,0.08,0.016,True,False,True,-0.3407,0.0162,0.0257,-0.0459,0.3085,0.2179,243587.15,0.87,0.0893,0.9107,0.0895,0.35,66,1986.35,0.0099,183,-0.9126,-2.3967
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_20d_vol0.04_var0.008,100000.0,balanced_var,risk_adjusted,1,20,0.04,0.008,True,False,True,-0.342,0.0182,0.02,-0.0304,0.3565,0.2491,124912.15,0.66,0.0843,0.9157,0.0847,0.3242,53,953.55,0.0095,130,-0.5198,-1.9574
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_20d_vol0.04_var0.012,100000.0,balanced_var,risk_adjusted,1,20,0.04,0.012,True,False,True,-0.342,0.0182,0.02,-0.0304,0.3565,0.2491,124912.15,0.66,0.0843,0.9157,0.0847,0.3242,53,953.55,0.0095,130,-0.5198,-1.9574
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_20d_vol0.04_var0.016,100000.0,balanced_var,risk_adjusted,1,20,0.04,0.016,True,False,True,-0.342,0.0182,0.02,-0.0304,0.3565,0.2491,124912.15,0.66,0.0843,0.9157,0.0847,0.3242,53,953.55,0.0095,130,-0.5198,-1.9574
v35_risk_budget_conservative_var_risk_adjusted_100000_2asset_20d_vol0.08_var0.012,100000.0,conservative_var,risk_adjusted,2,20,0.08,0.012,True,False,True,-0.3546,0.016,0.0254,-0.0458,0.3085,0.2145,121445.14,0.87,0.0885,0.9115,0.0895,0.35,66,1362.76,0.0136,180,-0.928,-2.4018
v35_risk_budget_conservative_var_risk_adjusted_100000_2asset_20d_vol0.08_var0.016,100000.0,conservative_var,risk_adjusted,2,20,0.08,0.016,True,False,True,-0.3546,0.016,0.0254,-0.0458,0.3085,0.2145,121445.14,0.87,0.0885,0.9115,0.0895,0.35,66,1362.76,0.0136,180,-0.928,-2.4018
v35_risk_budget_conservative_var_risk_adjusted_200000_2asset_20d_vol0.08_var0.008,200000.0,conservative_var,risk_adjusted,2,20,0.08,0.008,True,False,True,-0.3576,0.0159,0.0256,-0.046,0.3085,0.2121,242419.64,0.87,0.0885,0.9115,0.0888,0.35,66,1978.56,0.0099,184,-0.9772,-2.3955
v35_risk_budget_conservative_var_risk_adjusted_50000_2asset_40d_vol0.08_var0.012,50000.0,conservative_var,risk_adjusted,2,40,0.08,0.012,True,False,True,-0.3581,0.0157,0.026,-0.0448,0.3037,0.2092,60458.34,0.86,0.0883,0.9117,0.0892,0.35,34,667.76,0.0134,103,-1.9392,-6.8873
v35_risk_budget_conservative_var_risk_adjusted_50000_2asset_40d_vol0.08_var0.016,50000.0,conservative_var,risk_adjusted,2,40,0.08,0.016,True,False,True,-0.3581,0.0157,0.026,-0.0448,0.3037,0.2092,60458.34,0.86,0.0883,0.9117,0.0892,0.35,34,667.76,0.0134,103,-1.9392,-6.8873
v35_risk_budget_conservative_var_momentum_100000_2asset_20d_vol0.06_var0.008,100000.0,conservative_var,momentum,2,20,0.06,0.008,True,False,True,-0.3584,0.0175,0.0209,-0.0384,0.4507,0.239,123904.35,1.4,0.1089,0.8911,0.1099,0.3404,25,1693.45,0.0169,254,-0.6521,-1.9234
v35_risk_budget_conservative_var_momentum_100000_2asset_20d_vol0.06_var0.012,100000.0,conservative_var,momentum,2,20,0.06,0.012,True,False,True,-0.3584,0.0175,0.0209,-0.0384,0.4507,0.239,123904.35,1.4,0.1089,0.8911,0.1099,0.3404,25,1693.45,0.0169,254,-0.6521,-1.9234
v35_risk_budget_conservative_var_momentum_100000_2asset_20d_vol0.06_var0.016,100000.0,conservative_var,momentum,2,20,0.06,0.016,True,False,True,-0.3584,0.0175,0.0209,-0.0384,0.4507,0.239,123904.35,1.4,0.1089,0.8911,0.1099,0.3404,25,1693.45,0.0169,254,-0.6521,-1.9234
v35_risk_budget_balanced_var_momentum_200000_1asset_40d_vol0.04_var0.008,200000.0,balanced_var,momentum,1,40,0.04,0.008,True,False,True,-0.3585,0.0173,0.0216,-0.0388,0.4433,0.2349,246986.05,0.83,0.1031,0.8969,0.1027,0.3242,12,1055.05,0.0053,94,-0.4997,-1.5009
v35_risk_budget_balanced_var_momentum_200000_1asset_40d_vol0.04_var0.012,200000.0,balanced_var,momentum,1,40,0.04,0.012,True,False,True,-0.3585,0.0173,0.0216,-0.0388,0.4433,0.2349,246986.05,0.83,0.1031,0.8969,0.1027,0.3242,12,1055.05,0.0053,94,-0.4997,-1.5009
v35_risk_budget_balanced_var_momentum_200000_1asset_40d_vol0.04_var0.016,200000.0,balanced_var,momentum,1,40,0.04,0.016,True,False,True,-0.3585,0.0173,0.0216,-0.0388,0.4433,0.2349,246986.05,0.83,0.1031,0.8969,0.1027,0.3242,12,1055.05,0.0053,94,-0.4997,-1.5009
v35_risk_budget_conservative_var_risk_adjusted_50000_2asset_40d_vol0.08_var0.008,50000.0,conservative_var,risk_adjusted,2,40,0.08,0.008,True,False,True,-0.3653,0.0155,0.0259,-0.0448,0.3037,0.2072,60360.72,0.86,0.0875,0.9125,0.0883,0.35,34,665.98,0.0133,103,-1.9764,-6.8812
v35_risk_budget_conservative_var_risk_adjusted_100000_2asset_20d_vol0.08_var0.008,100000.0,conservative_var,risk_adjusted,2,20,0.08,0.008,True,False,True,-0.3692,0.0157,0.0253,-0.046,0.3085,0.2095,120954.23,0.87,0.0878,0.9122,0.0888,0.35,66,1358.37,0.0136,180,-0.988,-2.4006
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_20d_vol0.04_var0.008,50000.0,balanced_var,risk_adjusted,1,20,0.04,0.008,True,False,True,-0.3707,0.0177,0.0197,-0.03,0.3559,0.2421,62102.9,0.66,0.0833,0.9167,0.0847,0.3242,53,769.0,0.0154,125,-0.5486,-2.0259
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_20d_vol0.04_var0.012,50000.0,balanced_var,risk_adjusted,1,20,0.04,0.012,True,False,True,-0.3707,0.0177,0.0197,-0.03,0.3559,0.2421,62102.9,0.66,0.0833,0.9167,0.0847,0.3242,53,769.0,0.0154,125,-0.5486,-2.0259
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_20d_vol0.04_var0.016,50000.0,balanced_var,risk_adjusted,1,20,0.04,0.016,True,False,True,-0.3707,0.0177,0.0197,-0.03,0.3559,0.2421,62102.9,0.66,0.0833,0.9167,0.0847,0.3242,53,769.0,0.0154,125,-0.5486,-2.0259
v35_risk_budget_conservative_var_momentum_200000_1asset_40d_vol0.06_var0.008,200000.0,conservative_var,momentum,1,40,0.06,0.008,True,False,True,-0.3723,0.0168,0.0221,-0.0347,0.4129,0.2272,245446.68,0.77,0.096,0.904,0.0957,0.3404,17,1115.92,0.0056,90,-0.7664,-1.4286
v35_risk_budget_conservative_var_momentum_200000_1asset_40d_vol0.06_var0.012,200000.0,conservative_var,momentum,1,40,0.06,0.012,True,False,True,-0.3723,0.0168,0.0221,-0.0347,0.4129,0.2272,245446.68,0.77,0.096,0.904,0.0957,0.3404,17,1115.92,0.0056,90,-0.7664,-1.4286
v35_risk_budget_conservative_var_momentum_200000_1asset_40d_vol0.06_var0.016,200000.0,conservative_var,momentum,1,40,0.06,0.016,True,False,True,-0.3723,0.0168,0.0221,-0.0347,0.4129,0.2272,245446.68,0.77,0.096,0.904,0.0957,0.3404,17,1115.92,0.0056,90,-0.7664,-1.4286
v35_risk_budget_balanced_var_momentum_100000_1asset_40d_vol0.04_var0.008,100000.0,balanced_var,momentum,1,40,0.04,0.008,True,False,True,-0.3733,0.017,0.0214,-0.0385,0.4433,0.2308,123079.83,0.83,0.1025,0.8975,0.1027,0.3242,12,708.77,0.0071,91,-0.5208,-1.5339
v35_risk_budget_balanced_var_momentum_100000_1asset_40d_vol0.04_var0.012,100000.0,balanced_var,momentum,1,40,0.04,0.012,True,False,True,-0.3733,0.017,0.0214,-0.0385,0.4433,0.2308,123079.83,0.83,0.1025,0.8975,0.1027,0.3242,12,708.77,0.0071,91,-0.5208,-1.5339
v35_risk_budget_balanced_var_momentum_100000_1asset_40d_vol0.04_var0.016,100000.0,balanced_var,momentum,1,40,0.04,0.016,True,False,True,-0.3733,0.017,0.0214,-0.0385,0.4433,0.2308,123079.83,0.83,0.1025,0.8975,0.1027,0.3242,12,708.77,0.0071,91,-0.5208,-1.5339
v35_risk_budget_conservative_var_momentum_100000_1asset_40d_vol0.06_var0.008,100000.0,conservative_var,momentum,1,40,0.06,0.008,True,False,True,-0.3862,0.0165,0.0219,-0.0339,0.4129,0.2239,122391.29,0.77,0.0955,0.9045,0.0957,0.3404,17,729.41,0.0073,89,-0.7787,-1.4431
